Time(ms),X,Y,Z
210540,0.73,-13.92,-13.85
210643,-32.47,-19.59,-31.31
210746,117.43,74.28,46.81
210849,22.95,15.63,48.77
210952,48.10,-10.19,0.61
211054,-11.66,-23.32,25.21
211156,-15.38,-21.06,-15.87
211259,17.03,-7.93,-70.74
211362,6.90,-18.19,21.06
211465,4.46,0.00,9.40
211568,-74.52,-19.41,12.82
211671,-2.32,-7.69,18.55
211774,16.91,31.86,61.10
211877,52.19,23.56,39.06
211979,7.32,26.18,-42.60
212082,-84.17,17.15,-126.16
212185,-21.06,-11.54,4.52
212288,23.99,-32.17,176.94
212391,-122.07,102.72,-168.46
212494,-46.33,5.74,-96.62
212598,17.76,99.00,168.76
212700,103.45,-79.83,91.86
212803,28.50,-114.07,-161.99
212907,11.90,16.54,110.05
213009,-77.94,305.97,-123.78
213112,79.28,-108.40,-112.12
213215,27.10,22.89,40.89
213317,-262.39,200.44,-183.96
213420,144.04,-70.13,-70.92
213523,49.19,-15.56,4.94
213626,-107.79,71.66,176.64
213730,187.74,-65.25,-8.24
213833,96.25,15.56,11.54
213936,-119.87,134.16,194.03
214038,144.35,-61.95,6.10
214141,50.48,-26.61,0.24
214244,-125.06,176.64,219.60
214347,121.83,4.03,75.50
214450,75.87,-74.10,-159.55
214553,-74.95,138.98,206.42
214656,-16.11,-210.51,-135.86
214759,99.79,-96.01,-204.35
214863,-26.98,97.84,176.88
214965,-152.47,-136.05,-307.98
215068,-21.48,-127.32,-205.99
215171,-27.65,43.21,81.36
215274,-69.21,6.29,-254.21
215376,47.61,-63.05,-113.71
215479,-31.31,-11.41,7.14
215582,-51.88,54.08,-151.25
215685,-64.58,-128.54,-181.03
215789,16.97,14.83,6.77
215891,-34.18,63.84,225.65
215995,12.88,-80.87,42.85
216098,13.12,-22.95,-37.78
216201,-107.48,122.38,180.48
216304,233.95,11.60,152.95
216407,96.19,-32.41,-145.94
216510,-115.36,103.94,173.95
216613,103.03,-286.62,-179.26
216716,24.54,-43.64,-74.16
216819,9.64,62.13,71.17
216922,-173.10,-114.93,-125.73
217024,103.39,-59.75,-58.47
217127,59.81,-5.74,-45.59
217230,-107.91,185.49,164.43
217332,-19.71,96.25,58.23
217435,-12.94,-17.52,-154.54
217538,-58.04,25.15,75.50
217640,-31.37,25.70,-6.90
217744,0.00,-24.05,-38.15
217846,-7.87,-10.50,-67.63
217950,16.78,-43.40,-60.49
218053,-24.84,19.41,-7.45
218156,-18.43,61.89,162.17
218259,67.75,23.38,71.35
218361,79.28,3.17,41.14
218464,-2.32,-6.53,-30.94
218567,-7.45,36.80,23.32
218670,33.33,39.98,37.11
218773,-4.88,6.53,14.10
218876,16.91,1.16,31.68
218978,-13.98,-10.44,12.02
219082,-9.22,-4.46,-22.83
219185,-7.93,-7.51,15.87
219288,66.77,-9.46,19.53
219390,114.07,-100.83,42.91
219493,57.86,0.24,-34.85
219596,31.56,56.52,4.03
219699,55.36,49.68,8.36
219802,-5.19,17.88,-13.79
219906,-2.26,24.96,-18.80
220009,57.25,26.37,25.45
220111,121.70,83.01,-20.39
220214,356.02,84.78,-6.53
220316,248.23,59.45,-39.61
220419,118.90,14.10,-14.10
220521,-64.58,-48.16,-28.20
220625,27.71,-21.18,-4.39
220728,41.93,0.61,-15.99
220831,-13.67,-24.41,23.19
220935,-31.31,75.01,-26.12
221037,73.55,68.73,156.01
221139,-66.41,-34.67,62.81
221242,-164.00,-11.66,63.29
221345,-150.94,-67.93,85.33
221447,-85.33,-17.94,51.51
221551,12.27,57.25,29.60
221654,21.24,163.21,-2.62
221757,75.93,394.47,-1.22
221860,73.36,413.39,-47.85
221963,57.74,-43.40,-34.48
222066,60.36,-319.03,229.31
222170,-24.48,-532.04,116.88
222272,-9.46,-362.18,-133.42
222375,79.16,-293.70,-56.27
222479,-61.77,40.04,-1.53
222581,-172.36,506.59,179.20
222684,81.18,471.86,123.05
222787,33.81,338.38,-49.74
222890,166.56,53.59,11.23
222993,3.11,-447.94,49.80
223095,63.29,-455.87,-28.56
223198,-39.79,-221.01,-150.45
223301,160.22,-319.95,8.36
223404,-60.67,33.26,-4.64
223507,-6.77,514.65,72.45
223610,65.25,427.31,18.92
223713,15.63,423.22,-57.31
223815,-107.42,148.99,14.22
223918,110.60,-67.50,-41.99
224021,145.81,-484.68,12.88
224124,-123.11,-456.85,-143.74
224226,390.62,-345.64,-41.69
224330,-47.91,-9.09,-11.47
224433,-54.44,288.64,43.82
224536,112.37,604.06,-175.78
224639,-416.81,264.28,-40.71
224742,175.72,652.59,-254.33
224845,28.32,138.06,18.07
224949,609.19,275.09,-69.46
225052,38.45,-628.54,286.68
225155,116.52,-525.70,94.60
225258,15.20,-449.22,-269.41
225361,88.93,442.63,169.92
225464,65.06,-33.20,-21.85
225568,-123.54,964.90,768.31
225671,69.52,559.51,-159.48
225773,-354.74,92.29,-302.98
225876,123.84,-106.51,-69.64
225979,14.10,-7.45,35.89
226081,-8.30,1.10,-2.32
226184,-141.30,28.56,-33.20
226287,772.22,425.84,-138.85
226390,339.78,-39.06,287.78
226492,5.62,279.54,849.24
226595,-491.82,-1098.33,-89.11
226698,-59.81,-45.78,-45.53
226801,-235.84,-231.87,-13.06
226904,161.44,548.83,820.86
227007,340.09,817.93,-245.79
227109,-81.85,370.06,-513.61
227212,132.39,110.60,18.43
227315,172.12,66.10,582.28
227418,86.30,-106.93,698.12
227520,-293.82,-976.32,40.71
227624,-303.28,191.89,6.77
227727,-96.86,-308.65,273.13
227830,138.79,296.57,573.06
227932,99.55,513.12,80.75
228035,91.43,691.71,-497.92
228138,182.74,-9.46,29.54
228240,331.54,121.70,126.77
228343,148.07,54.57,582.89
228446,-138.24,-594.67,239.99
228548,-183.96,-943.91,-399.66
228651,-86.61,20.14,2.56
228754,28.44,425.35,613.53
228858,40.59,516.42,339.78
228961,219.91,739.26,-295.17
229064,167.18,-148.62,143.19
229166,219.91,69.03,-190.43
229269,288.15,33.87,695.98
229372,24.60,-243.47,493.90
229474,-20.69,-905.70,-310.49
229577,-103.52,-16.78,-28.32
229680,-292.72,-242.68,107.12
229783,146.30,286.50,769.65
229886,256.65,539.55,8.67
229989,171.20,454.71,-618.16
230092,188.11,43.33,12.27
230194,193.18,46.69,197.27
230297,166.20,-45.65,497.07
230400,72.14,-510.38,100.22
230503,1440.67,-470.83,-211.85
230607,-264.04,-336.49,43.58
230710,-86.00,-118.71,320.50
230813,123.47,409.36,448.91
230915,73.49,756.23,-1.46
231019,-479.31,-153.87,-34.42
231122,95.76,63.60,-161.50
231226,135.50,98.51,-105.65
231329,113.65,78.98,417.60
231432,38.70,-94.36,700.13
231535,-382.39,-1174.50,18.68
231637,-182.37,-112.06,-34.48
231741,-83.25,66.77,560.61
231844,14.53,522.16,327.70
231947,256.16,983.52,-215.82
232049,65.67,-120.54,66.35
232152,224.12,280.58,-276.25
232254,160.34,-166.63,375.98
232357,200.74,-123.23,498.29
232459,-67.57,-813.48,186.71
232562,394.71,-268.62,-156.01
232665,-47.36,145.14,138.49
232768,46.51,424.38,658.57
232871,123.78,678.53,39.92
232974,-637.02,297.97,-420.17
233077,147.77,199.58,-40.71
233179,181.95,6.16,-58.17
233282,242.13,-24.66,702.70
233384,-242.31,-663.76,258.30
233487,1138.43,102.36,-419.98
233589,-136.96,-222.78,-121.28
233692,-123.72,-118.35,392.27
233795,21.24,416.02,529.54
233897,94.36,691.04,-39.55
234000,30.46,-237.49,126.40
234104,264.40,353.70,-155.09
234207,131.71,-25.76,187.81
234310,204.28,22.28,633.73
234413,-122.56,-596.68,357.60
234517,648.32,404.30,-194.76
234620,-38.70,-336.91,0.12
234723,15.75,22.71,625.00
234826,245.61,617.68,364.99
234929,245.12,621.46,-683.72
235032,26.31,51.03,10.99
235135,157.78,309.08,-285.22
235238,126.95,-33.14,282.78
235340,116.70,-111.51,793.82
235443,-137.82,-798.65,244.02
235546,312.81,384.03,103.58
235649,-79.59,-199.28,268.49
235753,272.09,755.68,553.16
235856,25.27,767.94,-238.46
235959,292.91,176.70,-441.10
236062,22.28,-27.40,99.91
236164,-8.30,-209.41,895.63
236267,-538.70,-1050.29,115.48
236369,850.40,-77.33,-344.42
236472,-288.64,-335.75,-74.95
236575,135.50,334.59,654.17
236678,310.12,1221.01,395.39
236781,177.31,-114.26,-407.59
236884,131.47,-40.53,396.48
236987,36.87,-68.66,855.77
237090,-534.97,-868.65,244.81
237193,880.62,-480.83,-374.63
237296,-244.32,-128.36,164.25
237399,149.11,559.57,814.51
237502,500.73,1069.34,-94.85
237605,-267.40,493.23,-432.92
237708,19.78,-628.85,769.90
237811,38.09,-317.20,347.53
237914,-41.38,-172.42,29.91
238017,-224.91,-495.79,73.00
238120,-92.04,-720.89,-213.32
238222,390.38,393.55,540.83
238325,153.32,413.51,-68.66
238427,-9.28,200.07,-299.19
238530,100.52,145.45,-373.66
238633,-39.73,-74.65,-127.44
238736,128.54,-28.38,-12.27
238838,117.00,-72.27,-21.06
238942,-78.67,-280.15,-221.07
239045,77.64,81.85,-278.87
239148,-259.64,10.68,11.11
239250,18.43,118.96,-30.33
239353,-40.04,-23.38,62.01
239456,-340.09,-306.46,1026.73
239559,-274.29,-399.35,718.81
239661,168.82,-57.74,23.13
239764,174.99,181.40,0.12
239867,10.38,83.31,-34.36
239970,82.64,-18.13,-402.59
240074,23.93,-189.64,-497.92
240177,35.10,-316.96,-686.71
240281,-131.47,21.97,89.36
240384,-0.98,32.78,218.02
240487,68.97,15.63,633.54
240590,148.56,193.30,587.40
240693,159.91,193.66,7.02
240796,-2.32,154.05,28.20
240899,-92.47,-217.59,-71.17
241002,-8.61,-328.31,-367.86
241105,-160.46,-132.87,-473.51
241208,-35.03,-73.55,-413.09
241311,91.37,-13.49,-15.01
241413,54.81,192.87,581.79
241516,130.19,261.78,489.75
241618,187.01,362.73,32.90
241721,164.98,155.88,16.85
241824,101.50,-140.62,-80.08
241927,93.51,-554.20,-98.57
242030,-152.28,-459.29,-317.69
242133,-27.40,-102.42,-277.47
242236,87.83,-39.92,4.27
242339,-8.18,277.47,351.38
242442,62.50,353.09,353.76
242545,54.63,380.86,93.81
242648,-63.48,6.96,-123.96
242750,-16.17,-119.93,4.64
242854,206.48,-311.28,-185.30
242957,11.41,-399.90,56.70
243060,-35.28,-539.37,-326.17
243163,29.48,23.13,45.53
243265,-1.83,223.75,247.68
243368,31.37,353.88,182.80
243471,-20.51,300.17,223.27
243574,103.15,372.99,77.70
243676,128.05,231.75,-13.85
243779,71.53,-1.95,-19.65
243882,119.93,-18.01,-53.41
243985,-52.31,-735.90,695.98
244088,-6.04,-488.46,-316.83
244192,24.35,-209.17,-112.18
244294,4.46,46.20,65.80
244396,46.75,448.67,241.64
244499,63.84,505.68,55.85
244603,33.08,422.67,-64.03
244705,-45.29,-183.90,-6.53
244808,235.23,10.99,-100.77
244911,57.68,-287.48,297.61
245014,-10.74,-367.74,2.81
245118,-45.78,-393.19,-49.62
245220,-25.21,-200.20,-250.31
245323,53.47,21.12,15.69
245425,-20.32,252.20,233.89
245527,-62.01,311.16,250.18
245630,70.80,482.85,172.73
245733,131.96,463.32,-23.25
245836,-98.33,-173.77,21.42
245940,-7.39,14.47,-7.14
246042,-47.79,-365.54,116.33
246145,17.40,-320.62,18.01
246248,-58.59,-444.34,-110.53
246351,128.91,-357.24,-343.20
246454,-8.54,-68.18,-37.54
246557,-28.81,261.72,86.30
246660,-55.73,416.08,153.99
246763,-37.72,424.26,170.17
246866,144.90,447.88,-31.37
246969,15.81,83.44,-33.14
247072,9.70,77.33,-8.61
247175,16.05,-339.97,68.12
247277,46.88,-347.47,31.25
247380,-142.52,-626.77,44.31
247482,-100.10,-187.38,-126.34
247585,-4.52,-249.82,-66.65
247688,-3.42,108.64,-35.28
247791,41.56,353.76,133.12
247895,45.96,500.67,118.23
247998,121.34,453.31,-52.25
248101,44.98,241.64,-52.92
248204,-6.53,100.71,-36.44
248307,21.61,4.82,1.10
248410,81.60,-276.55,28.20
248513,23.32,-395.63,140.50
248616,-75.38,-503.60,124.82
248720,-247.13,-519.90,-43.03
248823,44.07,-321.78,-297.73
248926,-156.43,-65.86,113.10
249029,-152.65,201.11,266.60
249132,-19.23,546.02,396.00
249235,24.48,778.44,-24.66
249338,-39.31,-443.18,60.30
249442,132.39,180.36,-11.72
249545,235.60,-26.79,121.28
249648,221.80,-158.75,626.16
249751,-215.27,-688.84,264.28
249854,-60.55,-700.50,-542.42
249957,28.93,129.03,252.44
250059,-51.39,368.53,306.64
250162,-94.48,404.79,254.70
250265,48.10,623.23,-131.23
250367,134.89,-320.98,210.27
250470,447.51,-29.85,-136.05
250573,271.48,79.16,670.23
250676,-289.86,-553.71,223.69
250779,69.64,-600.16,-411.19
250882,20.57,82.76,40.71
250986,7.39,74.58,73.36
251089,-45.04,154.72,172.42
251192,-37.05,123.47,313.48
251295,-56.76,252.87,131.47
251398,-137.15,515.14,-115.91
251501,21.91,-165.28,124.63
251605,307.19,19.53,91.74
251707,145.57,-68.73,348.63
251810,120.85,-417.24,-5.98
251913,226.56,-397.03,136.72
252016,-273.62,20.32,19.65
252119,-56.40,325.01,235.35
252222,-148.25,623.84,293.09
252325,87.40,647.16,-303.16
252428,-17.88,-296.75,155.03
252531,360.84,152.83,-277.47
252634,294.62,-138.79,405.94
252736,185.73,-239.50,155.52
252840,64.88,-444.52,216.49
252942,-268.55,-338.62,-182.68
253045,5.80,21.42,21.67
253147,74.52,563.23,356.63
253250,-45.59,492.74,176.82
253354,-5.92,540.65,-135.38
253457,-159.48,-345.40,161.44
253560,275.02,273.68,-277.59
253662,147.22,83.92,355.47
253765,-60.36,-336.91,340.52
253868,34.97,-670.53,-5.25
253971,81.12,-705.08,-125.85
254074,-53.71,151.79,115.66
254178,61.28,387.27,213.13
254280,-119.81,481.32,270.75
254382,16.42,745.54,-215.70
254485,-132.39,315.43,-281.49
254587,-114.75,119.26,21.00
254690,132.51,-143.25,319.09
254793,99.98,-331.36,491.46
254896,324.10,-756.59,106.57
254999,-356.38,-1051.03,142.40
255103,184.08,536.13,2.56
255206,70.25,850.59,377.81
255309,347.84,594.24,-464.05
255412,127.20,432.13,-364.38
255515,129.64,-154.72,91.86
255618,101.32,-171.63,561.34
255721,-68.73,-674.56,257.32
255824,-10.38,-569.03,203.19
255927,147.22,451.29,117.68
256030,45.23,581.12,-68.97
256133,-35.64,565.98,-528.32
256237,100.77,64.39,-154.72
256339,24.35,-173.95,302.19
256441,65.49,-281.07,230.10
256544,4.39,-643.68,-141.36
256647,250.00,-324.58,27.47
256750,52.43,299.56,54.75
256853,-31.68,428.34,205.69
256956,12.15,747.68,-79.28
257059,-280.52,427.98,-533.81
257162,167.24,-85.14,-136.17
257266,183.65,-8.00,320.80
257368,45.35,-266.91,209.23
257470,30.58,-534.67,-292.66
257573,137.82,-250.55,-234.99
257677,3.11,178.71,182.07
257779,-77.39,183.65,426.76
257882,30.70,332.89,211.36
257985,-45.10,392.33,-157.41
258088,-85.14,333.07,-200.07
258191,81.67,5.74,-19.10
258294,117.19,49.44,41.08
258397,77.88,-230.10,308.35
258500,91.49,-367.74,-80.81
258603,38.27,-389.83,-163.57
258706,61.40,-220.28,-58.17
258809,-36.56,58.96,-64.58
258912,-21.18,106.26,83.98
259015,-7.93,403.63,583.19
259118,90.88,408.57,-23.56
259221,-39.61,198.12,-273.01
259324,-39.06,-42.11,11.11
259426,124.33,57.43,125.79
259528,5.37,-257.20,210.63
259631,30.09,-443.97,-159.61
259734,42.85,-382.02,-71.96
259837,96.98,-431.58,-49.99
259940,-52.00,80.02,-63.11
260043,-4.46,113.28,-177.37
260146,-31.62,60.00,-108.76
260249,26.79,-59.51,-48.65
260351,162.48,392.15,532.84
260454,281.37,599.18,363.53
260557,50.84,304.20,-400.94
260660,-112.85,647.58,-334.84
260763,135.01,89.11,-106.26
260866,145.57,177.73,42.18
260969,78.00,-282.29,344.30
261071,68.05,-483.22,5.49
261174,84.72,-567.32,-264.95
261277,20.94,-19.10,-46.88
261380,-97.90,189.58,137.70
261483,-86.67,108.95,387.88
261586,60.42,653.99,121.58
261689,28.81,617.07,-383.91
261792,6.96,-3.36,18.74
261895,52.80,31.62,-11.90
261997,80.75,-113.10,510.01
262100,38.82,-400.88,567.87
262204,-111.63,-884.09,243.90
262307,-68.36,157.35,166.87
262409,48.71,245.85,420.53
262512,81.24,358.09,443.36
262615,155.27,244.14,8.85
262717,109.74,411.44,-171.20
262820,40.16,561.71,-293.52
262923,75.74,-80.93,1.04
263026,196.11,-92.10,196.17
263129,74.83,-227.78,203.74
263232,-16.42,-399.72,-1.83
263335,158.63,-560.79,-220.03
263438,-33.94,-150.63,-82.46
263540,7.45,377.81,184.94
263643,-43.46,326.17,444.64
263745,127.99,314.33,-104.86
263848,71.47,383.18,-223.45
263952,38.15,195.19,-47.97
264055,64.94,-226.62,192.20
264158,-10.19,-360.66,236.69
264261,-168.52,-478.52,-207.64
264365,31.56,-292.11,-235.78
264468,-28.99,54.20,-24.23
264571,-53.77,175.90,154.30
264674,-44.43,363.04,364.81
264777,85.21,548.83,93.99
264880,48.10,406.13,-319.15
264983,86.18,-317.08,248.17
265086,102.05,-229.92,183.84
265189,104.43,-473.82,-95.58
265292,150.94,-687.44,64.94
265395,42.48,472.60,108.52
265497,-52.06,459.59,297.55
265600,140.69,528.38,93.51
265703,32.71,400.45,-465.45
265806,4.39,-20.45,107.60
265909,160.71,-201.35,197.27
266013,78.61,-261.60,210.45
266116,12.70,-497.80,60.30
266218,305.36,-579.59,-65.31
266321,-68.36,310.61,203.00
266424,-80.81,410.16,334.17
266526,93.14,455.93,127.75
266629,-20.94,491.58,-321.96
266731,58.84,-92.53,-4.46
266834,123.90,179.75,6.23
266937,94.18,-254.52,320.74
267040,32.78,-479.13,158.75
267143,293.46,-673.34,5.98
267246,-185.79,-148.19,79.41
267349,-15.01,557.01,315.37
267452,70.25,453.74,270.26
267555,81.36,393.55,-472.96
267658,-70.56,-248.05,147.83
267761,223.51,128.23,-46.81
267864,51.27,-115.54,324.65
267966,-75.32,-342.22,124.15
268070,-25.70,-541.20,-128.11
268172,208.13,-442.44,79.35
268275,-43.40,240.42,34.00
268378,-31.86,557.86,448.61
268480,299.68,547.55,89.78
268582,32.71,267.03,-346.80
268685,-42.36,-161.93,70.13
268787,187.93,345.46,-290.95
268891,89.17,-2.99,366.33
268994,-36.74,-377.14,296.26
269098,-46.33,-450.32,-39.43
269201,7.20,-522.52,-299.19
269304,3.17,-239.01,-18.07
269407,17.70,428.34,566.59
269510,140.38,326.11,207.46
269613,80.57,304.87,-315.31
269716,-57.19,617.00,-314.94
269818,187.81,70.74,96.25
269921,76.05,-151.25,230.35
270024,13.31,-328.92,124.63
270127,-85.57,-460.02,-58.11
270229,31.07,-489.44,-247.44
270333,-120.73,-188.11,-91.25
270436,-6.47,32.78,103.03
270539,140.32,3.48,142.88
270642,106.08,-58.47,47.12
270745,67.99,140.62,203.74
270847,-13.00,32.78,269.71
270950,2.44,-128.30,-89.29
271053,-8.67,-7.75,44.98
271156,14.83,-24.54,-14.47
271259,3.48,-23.38,-17.88
271362,50.42,-52.43,-23.13
271464,33.08,0.43,-21.36
271567,-9.52,-7.57,15.69
271670,-2.50,-8.85,8.91
271773,-1.28,-13.43,4.15
271875,-6.53,-23.07,-0.43
271979,0.31,-15.87,-30.40
272081,-2.20,-0.73,16.85
272185,-12.51,-4.39,10.80
272288,12.82,12.51,15.01
272391,2.38,-3.42,22.64
272494,-2.20,4.82,5.92
272597,-6.90,2.87,11.29
272700,-16.66,-0.24,3.36
272803,-3.54,14.22,26.25
272906,-1.40,35.46,-8.85
273009,3.85,11.35,5.37
273112,-8.54,-1.40,19.17
273215,-7.32,-3.17,16.97
273318,44.01,67.75,3.91
273422,45.78,28.02,-120.18
273525,15.75,54.57,72.51
273628,-55.91,100.40,-22.09
273731,-186.46,203.98,-169.25
273834,96.92,91.80,-319.40
273937,243.35,37.60,700.13
274040,-560.06,-367.31,661.74
274143,-465.45,450.74,243.96
274246,136.84,642.09,-341.74
274349,76.84,-1.59,120.91
274452,333.92,164.37,669.86
274555,-504.64,-512.70,149.35
274659,-49.68,386.84,380.49
274762,170.41,692.44,-370.36
274865,333.07,138.85,-306.52
274968,-138.18,2.44,983.46
275071,-413.45,-80.63,-293.70
275175,13.85,56.21,-29.72
275278,-82.09,11.11,41.14
275381,-7.20,-10.31,27.16
275483,279.11,361.21,66.53
275585,88.81,224.49,-50.72
275689,243.84,1.16,43.46
275791,56.58,58.84,-6.96
275894,-89.60,289.00,41.69
275997,3.48,30.58,-86.06
276100,-2.38,38.39,-35.03
276203,5.80,120.36,-52.19
276305,56.09,346.98,-88.56
276408,-19.84,-68.18,45.35
276511,68.42,54.99,129.58
276614,14.89,-105.65,194.09
276717,-42.54,-141.30,13.37
276820,-63.42,-47.91,-4.27
276923,4.21,-15.99,10.50
277026,14.95,-94.06,39.61
277129,-29.79,-312.99,-90.09
277232,45.78,-164.92,-285.16
277335,46.08,-184.02,-259.46
277438,-71.53,82.76,251.46
277540,-132.20,283.45,455.57
277643,22.28,265.99,416.08
277746,-72.02,63.90,152.59
277849,16.30,-3.11,-124.21
277952,114.81,-161.87,-393.07
278055,-61.77,-237.43,-243.35
278158,-20.94,-46.88,-264.10
278261,-18.98,-36.07,-219.79
278364,-57.25,77.70,274.11
278467,-2.50,186.71,409.00
278569,47.49,245.85,302.98
278671,22.16,160.46,126.77
278774,39.79,-34.79,-219.97
278876,-2.26,-192.87,-255.49
278979,71.41,-147.89,-303.96
279083,38.64,-26.12,-252.44
279187,40.10,-115.48,-305.85
279290,0.31,4.09,-5.86
279393,-53.10,87.22,308.96
279496,-140.26,121.52,507.08
279598,40.77,216.80,289.92
279701,-28.08,50.60,131.59
279804,54.20,-63.78,-116.27
279907,35.34,43.76,-58.65
280010,-3.60,8.00,26.00
280113,-11.29,7.32,9.22
280216,12.27,-4.70,-18.13
280319,-5.62,2.44,9.77
280422,-3.78,-0.06,-4.58
280525,1.59,3.23,-10.99
280627,-0.49,-3.30,-1.77
280730,6.53,6.41,2.08
280832,11.29,-3.60,4.46
280935,20.39,-9.03,1.04
281038,-20.75,-140.38,-149.90
281141,104.55,-257.08,-176.94
281244,60.49,-187.26,-193.36
281347,-22.64,-99.67,-199.40
281451,-4.21,-5.80,-110.23
281553,-16.72,26.43,26.86
281656,-5.74,8.00,13.24
281759,-3.78,-1.83,-10.68
281862,-4.76,5.86,7.32
281965,-0.18,5.80,0.31
282068,2.50,-2.87,-0.85
282171,0.79,0.18,-2.56
282273,-2.62,-3.60,1.89
282377,0.67,-0.24,-1.40
282480,3.11,2.38,-1.46
282583,18.43,-1.46,-0.85
282686,26.86,-0.85,-2.32
282789,-0.49,-0.06,0.43
282892,-1.34,5.07,0.92
282995,-1.46,0.55,2.01
283098,-6.04,2.62,0.61
283201,1.40,-0.49,0.12
283304,-1.40,2.56,1.95
283407,0.31,0.37,-0.49
283509,1.34,3.30,1.77
283612,-5.19,1.83,-0.24
283714,1.95,-1.22,-0.12
283816,-2.26,0.43,0.06
283919,-0.55,1.95,-4.09
284022,0.24,-0.24,2.08
284125,3.17,-0.67,-1.34
284228,0.12,0.79,2.44
284331,5.68,-1.40,0.92
284435,15.01,1.95,1.53
284537,0.79,-1.53,-0.55
284640,-3.17,1.65,0.06
284742,1.71,-1.10,0.00
284845,-0.55,-0.18,1.04
284947,2.99,-1.46,0.43
285050,1.16,0.12,1.22
285153,1.77,0.85,-0.37
285256,1.53,0.61,0.12
285359,-0.98,2.81,1.40
285462,0.43,2.14,-0.55
285566,0.55,0.55,0.12
285669,3.54,2.38,1.34
285771,3.11,0.37,-0.85
285874,0.98,1.16,0.98
285977,-3.66,1.53,0.31
286080,3.54,1.10,0.79
286183,1.65,0.06,0.55
286286,0.61,0.79,0.55
286389,1.77,-0.06,-0.67
286492,0.37,0.98,0.85
286594,2.14,0.24,0.73
286697,0.37,0.73,-0.79
286800,-0.37,1.71,1.65
286903,0.37,1.83,0.49
287006,0.73,0.98,0.67
287109,2.87,0.73,-0.67
287213,2.75,0.98,-0.85
287315,2.56,-0.18,0.00
287418,1.22,0.92,0.06
287521,-0.92,1.10,0.85
287623,1.46,1.16,2.14
287725,-0.61,-0.18,2.20
287828,0.55,0.98,0.67
287930,-0.37,0.06,0.06
288034,1.95,1.77,0.73
288136,0.24,1.65,0.79
288239,2.26,0.61,-0.06
288342,1.34,0.43,0.12
288445,0.61,0.12,0.98
288548,0.55,0.73,0.49
288651,0.67,0.43,1.40
288754,0.18,0.49,0.85
288856,-0.37,1.40,2.87
288959,-2.75,1.34,1.34
289062,-1.40,1.16,0.55
289165,2.44,2.01,0.06
289267,1.53,2.08,0.00
289370,1.89,1.28,0.73
289473,-0.12,0.06,2.08
289575,0.37,-0.18,1.89
289677,0.43,1.04,1.59
289780,-1.34,0.49,0.67
289883,-0.98,1.53,0.55
289986,0.98,0.43,-0.18
290088,1.04,-0.18,0.43
290192,3.30,-0.06,0.31
290295,-0.98,0.00,0.00
290398,-1.16,0.55,1.83
290501,-0.31,1.83,0.61
290603,-0.73,1.16,0.12
290706,1.40,1.95,-0.06
290809,0.61,0.79,0.00
290911,0.43,0.24,0.79
291014,0.31,0.79,0.61
291117,0.37,0.49,1.22
291220,0.37,0.37,-0.37
291323,1.40,0.67,0.79
291425,-0.61,0.61,0.37
291529,4.88,-0.12,-1.22
291632,0.12,0.37,-0.06
291735,1.10,-0.37,0.31
291838,-0.49,0.24,0.06
291941,18.55,0.00,-39.55
292044,2.62,4.33,12.57
292147,-9.16,7.87,25.45
292250,-12.15,7.69,21.12
292353,-8.48,5.19,7.08
292457,13.92,21.12,-1.10
292559,53.89,80.44,2.44
292661,45.65,109.01,-32.65
292764,52.49,114.50,-55.66
292866,25.88,-190.55,-9.46
292969,103.76,-112.43,88.62
293072,-230.77,184.20,768.80
293175,879.15,542.18,-474.43
293278,75.32,-20.02,-245.00
293381,37.78,129.33,549.93
293485,-358.58,-664.67,747.62
293587,1440.12,86.73,-297.67
293690,-70.01,-96.86,172.30
293793,150.76,244.32,725.89
293896,-67.02,213.93,520.94
293999,207.03,231.08,-65.37
294101,393.80,90.21,-627.62
294204,24.84,-183.84,-441.71
294308,135.25,119.38,173.10
294410,169.92,-147.64,157.41
294513,-67.14,-294.31,847.17
294616,-42.36,-279.36,266.72
294719,-219.06,-328.43,-75.56
294822,-115.48,83.74,-155.64
294925,-150.39,395.94,-176.76
295028,-87.40,376.77,-332.03
295131,-62.99,140.69,-45.17
295234,-73.18,-121.09,-183.53
295337,26.31,-130.43,94.18
295440,69.82,118.77,669.86
295543,-167.30,-349.30,121.89
295645,-140.99,-108.22,-161.13
295748,-126.95,132.93,-57.25
295851,-87.52,254.70,-264.28
295955,75.74,155.09,-192.02
296057,131.53,164.43,513.85
296160,-61.83,186.46,679.38
296263,-78.37,-0.55,-77.15
296367,-63.54,-56.46,-125.12
296470,-2.32,10.44,-207.28
296573,22.34,18.25,-129.70
296675,68.60,-5.62,-193.85
296778,-36.38,-64.39,-97.29
296880,10.68,-64.21,38.76
296983,-13.79,-111.39,205.26
297086,168.95,-91.74,-3.17
297189,46.33,-14.47,100.83
297292,99.43,40.53,100.71
297394,-192.44,127.56,278.14
297497,-52.43,-69.64,-91.80
297601,-18.74,44.01,131.16
297704,9.22,-55.54,289.98
297807,-70.25,-321.29,318.42
297910,-122.56,-203.31,33.63
298014,-251.04,452.82,-47.55
298117,466.67,874.76,-826.78
298220,7.08,214.72,-339.66
298323,53.96,-193.30,123.84
298426,145.69,-344.48,553.83
298529,120.00,-105.35,314.82
298632,-96.19,-51.03,302.06
298734,-64.39,17.09,50.66
298837,148.62,220.09,36.87
