Time(ms),X,Y,Z
473141,23.62,-21.18,6.65
473244,-10.99,2.44,14.28
473347,-6.65,-4.52,8.54
473450,-8.91,-7.57,8.73
473553,-2.38,-14.53,-6.47
473656,-7.51,-2.14,0.18
473759,-2.50,3.05,-2.69
473863,-0.49,10.86,8.30
473966,-12.57,15.14,7.45
474068,-4.39,8.73,21.55
474171,-19.65,-0.49,-5.19
474274,0.43,-5.86,3.97
474377,-58.90,9.40,8.61
474479,-67.32,-21.97,-0.73
474583,20.39,1.83,-8.97
474686,-81.18,7.02,-21.42
474789,22.52,32.59,48.77
474892,-15.75,1.04,5.31
474994,-29.85,-5.31,1.04
475097,-7.20,3.72,0.06
475199,14.71,22.40,29.79
475302,18.37,3.30,5.74
475406,82.21,44.19,-13.55
475508,16.30,29.30,-3.17
475611,0.12,-1.95,-11.11
475715,79.96,-23.74,-5.00
475818,26.31,20.39,-3.48
475921,21.36,-13.61,-5.74
476024,43.46,-25.15,-11.17
476128,-9.09,5.43,1.10
476231,-5.43,-2.93,-1.22
476334,-66.96,15.56,-5.37
476438,-0.12,-6.41,-15.93
476540,-5.43,6.47,-3.42
476643,40.83,-8.48,-16.36
476746,38.88,-12.82,-8.30
476850,76.05,-27.59,-9.28
476953,45.35,-14.40,1.34
477055,-11.23,-1.89,-5.31
477159,-17.27,-3.05,13.00
477261,-30.33,8.54,12.45
477364,32.84,5.00,2.99
477467,49.19,-5.31,-6.16
477570,-30.70,15.26,-0.06
477672,-61.65,-15.99,-15.63
477776,1.83,5.86,7.08
477879,4.21,-26.86,0.24
477982,8.67,0.43,0.98
478084,39.92,-53.71,1.95
478187,1.34,-0.24,2.20
478290,2.26,14.34,-6.16
478393,-3.36,9.22,7.69
478496,-17.27,6.59,14.40
478599,-27.95,2.14,-1.71
478702,-4.82,-0.24,-2.44
478805,-29.66,6.90,-1.53
478908,-51.94,-50.66,-50.23
479011,97.60,-58.96,-105.04
479114,16.91,13.37,-54.99
479218,73.55,64.27,-109.31
479321,8.18,-85.88,-78.98
479424,20.94,23.80,-5.00
479527,-41.32,29.17,44.49
479630,68.48,93.14,89.78
479733,199.58,37.17,29.91
479835,1.53,-12.08,11.78
479938,41.87,-15.44,-33.75
480041,145.57,46.39,-1.10
480143,156.07,50.78,2.62
480245,43.03,23.38,-51.88
480348,-33.63,9.46,-7.81
480451,-72.45,-5.00,-35.95
480555,-25.94,-2.81,-12.70
480658,16.30,18.92,0.00
480761,26.73,0.85,6.59
480864,13.37,-58.96,-10.07
480967,71.35,20.63,42.36
481069,-19.90,1.22,31.31
481172,-0.06,-6.84,1.22
481274,70.37,-17.27,-2.32
481377,100.46,-8.24,13.37
481479,103.70,-68.85,32.78
